qid,retriever,strategy,rewritten_query,gold_doc_id,retrieved_doc_ids,gold_rank,recall@1,recall@5,recall@10,mrr,reward,retrieval_success,rank_gain,length_penalty,semantic_drift_penalty,semantic_similarity
6548850-1-1,dense,prompt,행보 비서 본연 역할 벗어난다 장관들 내각 소외되고,KQ_0000_0001,KQ_0000_0001 KQ_0072_0003 KQ_0125_0034 KQ_0125_0019 KQ_0025_0021 KQ_0124_0025 KQ_0072_0015 KQ_0023_0000 KQ_0124_0041 KQ_0054_0006,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9070961475372314
6548850-1-1,hybrid,prompt,행보 비서 본연 역할 벗어난다 장관들 내각 소외되고,KQ_0000_0001,KQ_0000_0001 KQ_0023_0000 KQ_0124_0020 KQ_0124_0068 KQ_0116_0003 KQ_0072_0003 KQ_0125_0034 KQ_0125_0019 KQ_0025_0021 KQ_0124_0025,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9070961475372314
6548850-1-1,bm25,structured,행보 비서 본연 역할 벗어난다 장관들 내각 소외되고 대통령비서실 권한 너무 크다 의견 제기된 대표적인 예는,KQ_0000_0001,KQ_0000_0001 KQ_0034_0001 KQ_0016_0001 KQ_0125_0013 KQ_0116_0003 KQ_0095_0004 KQ_0125_0048 KQ_0036_0000 KQ_0023_0000 KQ_0072_0002,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9599987864494324
6548850-1-1,dense,structured,행보 비서 본연 역할 벗어난다 장관들 내각 소외되고 대통령비서실 권한 너무 크다 의견 제기된 대표적인 예는,KQ_0000_0001,KQ_0000_0001 KQ_0023_0000 KQ_0023_0001 KQ_0125_0034 KQ_0054_0037 KQ_0034_0011 KQ_0072_0003 KQ_0125_0001 KQ_0034_0004 KQ_0125_0036,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9599987864494324
6548850-1-1,hybrid,structured,행보 비서 본연 역할 벗어난다 장관들 내각 소외되고 대통령비서실 권한 너무 크다 의견 제기된 대표적인 예는,KQ_0000_0001,KQ_0000_0001 KQ_0023_0000 KQ_0023_0001 KQ_0125_0013 KQ_0036_0000 KQ_0125_0048 KQ_0095_0004 KQ_0124_0068 KQ_0072_0002 KQ_0072_0015,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9599987864494324
6332405-1-0,bm25,original,국무회의의 심의를 거쳐야 한다는 헌법 제 몇 조의 내용인가?,KQ_0000_0001,KQ_0000_0001 KQ_0095_0011 KQ_0095_0002 KQ_0124_0052 KQ_0136_0001 KQ_0124_0051 KQ_0121_0011 KQ_0036_0002 KQ_0101_0000 KQ_0120_0003,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
6332405-1-0,dense,original,국무회의의 심의를 거쳐야 한다는 헌법 제 몇 조의 내용인가?,KQ_0000_0001,KQ_0124_0052 KQ_0095_0004 KQ_0000_0001 KQ_0124_0051 KQ_0095_0002 KQ_0036_0000 KQ_0095_0005 KQ_0095_0021 KQ_0124_0016 KQ_0125_0001,3,0.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,1.0
6332405-1-0,hybrid,original,국무회의의 심의를 거쳐야 한다는 헌법 제 몇 조의 내용인가?,KQ_0000_0001,KQ_0000_0001 KQ_0124_0052 KQ_0095_0002 KQ_0095_0011 KQ_0124_0051 KQ_0095_0004 KQ_0095_0005 KQ_0023_0001 KQ_0101_0000 KQ_0036_0002,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
6332405-1-0,bm25,keyword,국무회의 심의 거쳐야 한다 헌법 조의 내용인,KQ_0000_0001,KQ_0000_0001 KQ_0095_0002 KQ_0124_0052 KQ_0125_0006 KQ_0124_0034 KQ_0124_0051 KQ_0036_0002 KQ_0101_0000 KQ_0016_0001 KQ_0124_0059,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9733219146728516
6332405-1-0,dense,keyword,국무회의 심의 거쳐야 한다 헌법 조의 내용인,KQ_0000_0001,KQ_0095_0004 KQ_0000_0001 KQ_0124_0052 KQ_0124_0051 KQ_0095_0005 KQ_0036_0000 KQ_0023_0000 KQ_0101_0000 KQ_0068_0010 KQ_0095_0008,2,0.0,1.0,1.0,0.5,1.0555555555555556,1.0,0.1111111111111111,0.0,0.0,0.9733219146728516
6332405-1-0,hybrid,keyword,국무회의 심의 거쳐야 한다 헌법 조의 내용인,KQ_0000_0001,KQ_0000_0001 KQ_0124_0052 KQ_0124_0051 KQ_0095_0004 KQ_0095_0002 KQ_0095_0005 KQ_0101_0000 KQ_0036_0000 KQ_0124_0034 KQ_0016_0001,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9733219146728516
6332405-1-0,bm25,expanded,국무회의의 심의를 거쳐야 한다는 헌법 제 몇 조의 내용인가? 시기 날짜 연도 년 월 일 당시 수치,KQ_0000_0001,KQ_0000_0001 KQ_0095_0011 KQ_0091_0003 KQ_0013_0001 KQ_0054_0040 KQ_0130_0017 KQ_0095_0002 KQ_0033_0002 KQ_0124_0019 KQ_0058_0001,1,1.0,1.0,1.0,1.0,0.9555555555555556,1.0,0.0,0.8888888888888888,0.0,0.9678012132644653
6332405-1-0,dense,expanded,국무회의의 심의를 거쳐야 한다는 헌법 제 몇 조의 내용인가? 시기 날짜 연도 년 월 일 당시 수치,KQ_0000_0001,KQ_0095_0004 KQ_0000_0001 KQ_0124_0052 KQ_0124_0051 KQ_0036_0000 KQ_0095_0002 KQ_0095_0005 KQ_0095_0021 KQ_0125_0001 KQ_0068_0010,2,0.0,1.0,1.0,0.5,1.011111111111111,1.0,0.1111111111111111,0.8888888888888888,0.0,0.9678012132644653
6332405-1-0,hybrid,expanded,국무회의의 심의를 거쳐야 한다는 헌법 제 몇 조의 내용인가? 시기 날짜 연도 년 월 일 당시 수치,KQ_0000_0001,KQ_0000_0001 KQ_0095_0011 KQ_0124_0052 KQ_0124_0051 KQ_0095_0002 KQ_0095_0004 KQ_0013_0001 KQ_0023_0001 KQ_0058_0001 KQ_0095_0005,1,1.0,1.0,1.0,1.0,0.9555555555555556,1.0,0.0,0.8888888888888888,0.0,0.9678012132644653
6332405-1-0,bm25,prompt,국무회의 심의 거쳐야 한다 헌법 조의 내용인,KQ_0000_0001,KQ_0000_0001 KQ_0095_0002 KQ_0124_0052 KQ_0125_0006 KQ_0124_0034 KQ_0124_0051 KQ_0036_0002 KQ_0101_0000 KQ_0016_0001 KQ_0124_0059,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9733219146728516
6332405-1-0,dense,prompt,국무회의 심의 거쳐야 한다 헌법 조의 내용인,KQ_0000_0001,KQ_0095_0004 KQ_0000_0001 KQ_0124_0052 KQ_0124_0051 KQ_0095_0005 KQ_0036_0000 KQ_0023_0000 KQ_0101_0000 KQ_0068_0010 KQ_0095_0008,2,0.0,1.0,1.0,0.5,1.0555555555555556,1.0,0.1111111111111111,0.0,0.0,0.9733219146728516
6332405-1-0,hybrid,prompt,국무회의 심의 거쳐야 한다 헌법 조의 내용인,KQ_0000_0001,KQ_0000_0001 KQ_0124_0052 KQ_0124_0051 KQ_0095_0004 KQ_0095_0002 KQ_0095_0005 KQ_0101_0000 KQ_0036_0000 KQ_0124_0034 KQ_0016_0001,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9733219146728516
6332405-1-0,bm25,structured,국무회의 심의 거쳐야 한다 헌법 조의 내용인 몇,KQ_0000_0001,KQ_0000_0001 KQ_0095_0002 KQ_0124_0052 KQ_0125_0006 KQ_0124_0034 KQ_0113_0003 KQ_0124_0051 KQ_0008_0005 KQ_0036_0002 KQ_0101_0000,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.974323034286499
6332405-1-0,dense,structured,국무회의 심의 거쳐야 한다 헌법 조의 내용인 몇,KQ_0000_0001,KQ_0095_0004 KQ_0000_0001 KQ_0124_0052 KQ_0124_0051 KQ_0036_0000 KQ_0095_0005 KQ_0095_0002 KQ_0023_0000 KQ_0095_0021 KQ_0095_0008,2,0.0,1.0,1.0,0.5,1.0555555555555556,1.0,0.1111111111111111,0.0,0.0,0.974323034286499
6332405-1-0,hybrid,structured,국무회의 심의 거쳐야 한다 헌법 조의 내용인 몇,KQ_0000_0001,KQ_0000_0001 KQ_0124_0052 KQ_0124_0051 KQ_0095_0002 KQ_0095_0004 KQ_0095_0005 KQ_0101_0000 KQ_0036_0000 KQ_0124_0034 KQ_0016_0001,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.974323034286499
6332405-1-1,bm25,original,법무부 장관을 제쳐놓고 민정수석이 개정안을 설명하는 게 이해가 안 된다고 지적한 경희대 석좌교수 이름은?,KQ_0000_0001,KQ_0000_0001 KQ_0034_0004 KQ_0026_0000 KQ_0118_0007 KQ_0046_0000 KQ_0063_0000 KQ_0001_0000 KQ_0054_0004 KQ_0064_0005 KQ_0080_0000,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0000001192092896
6332405-1-1,dense,original,법무부 장관을 제쳐놓고 민정수석이 개정안을 설명하는 게 이해가 안 된다고 지적한 경희대 석좌교수 이름은?,KQ_0000_0001,KQ_0000_0001 KQ_0125_0023 KQ_0026_0000 KQ_0054_0037 KQ_0125_0024 KQ_0101_0000 KQ_0075_0009 KQ_0034_0011 KQ_0025_0021 KQ_0072_0003,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0000001192092896
6332405-1-1,hybrid,original,법무부 장관을 제쳐놓고 민정수석이 개정안을 설명하는 게 이해가 안 된다고 지적한 경희대 석좌교수 이름은?,KQ_0000_0001,KQ_0000_0001 KQ_0026_0000 KQ_0101_0000 KQ_0125_0023 KQ_0034_0004 KQ_0054_0037 KQ_0125_0024 KQ_0125_0008 KQ_0054_0022 KQ_0075_0009,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0000001192092896
6332405-1-1,bm25,keyword,법무부 장관 제쳐놓고 민정수석 개정안 설명하 이해 된다고 지적한 경희대 석좌교수 이름,KQ_0000_0001,KQ_0000_0001 KQ_0080_0000 KQ_0125_0032 KQ_0068_0000 KQ_0026_0000 KQ_0007_0005 KQ_0068_0001 KQ_0126_0002 KQ_0048_0005 KQ_0006_0006,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9767360687255859
6332405-1-1,dense,keyword,법무부 장관 제쳐놓고 민정수석 개정안 설명하 이해 된다고 지적한 경희대 석좌교수 이름,KQ_0000_0001,KQ_0000_0001 KQ_0026_0000 KQ_0125_0023 KQ_0072_0003 KQ_0054_0037 KQ_0125_0024 KQ_0101_0000 KQ_0075_0009 KQ_0025_0021 KQ_0034_0011,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9767360687255859
6332405-1-1,hybrid,keyword,법무부 장관 제쳐놓고 민정수석 개정안 설명하 이해 된다고 지적한 경희대 석좌교수 이름,KQ_0000_0001,KQ_0000_0001 KQ_0080_0000 KQ_0026_0000 KQ_0125_0032 KQ_0125_0034 KQ_0124_0012 KQ_0068_0000 KQ_0054_0016 KQ_0064_0010 KQ_0054_0004,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9767360687255859
6332405-1-1,bm25,expanded,법무부 장관을 제쳐놓고 민정수석이 개정안을 설명하는 게 이해가 안 된다고 지적한 경희대 석좌교수 이름은? 방법 방식 과정 절차,KQ_0000_0001,KQ_0000_0001 KQ_0034_0004 KQ_0026_0000 KQ_0118_0007 KQ_0046_0000 KQ_0063_0000 KQ_0109_0003 KQ_0018_0000 KQ_0001_0000 KQ_0054_0004,1,1.0,1.0,1.0,1.0,0.9857142857142858,1.0,0.0,0.2857142857142857,0.0,0.9815273284912109
6332405-1-1,dense,expanded,법무부 장관을 제쳐놓고 민정수석이 개정안을 설명하는 게 이해가 안 된다고 지적한 경희대 석좌교수 이름은? 방법 방식 과정 절차,KQ_0000_0001,KQ_0000_0001 KQ_0026_0000 KQ_0054_0037 KQ_0125_0023 KQ_0124_0012 KQ_0101_0000 KQ_0075_0009 KQ_0125_0007 KQ_0025_0021 KQ_0072_0003,1,1.0,1.0,1.0,1.0,0.9857142857142858,1.0,0.0,0.2857142857142857,0.0,0.9815273284912109
6332405-1-1,hybrid,expanded,법무부 장관을 제쳐놓고 민정수석이 개정안을 설명하는 게 이해가 안 된다고 지적한 경희대 석좌교수 이름은? 방법 방식 과정 절차,KQ_0000_0001,KQ_0000_0001 KQ_0026_0000 KQ_0034_0004 KQ_0125_0007 KQ_0101_0000 KQ_0125_0008 KQ_0054_0037 KQ_0125_0023 KQ_0124_0012 KQ_0075_0009,1,1.0,1.0,1.0,1.0,0.9857142857142858,1.0,0.0,0.2857142857142857,0.0,0.9815273284912109
6332405-1-1,bm25,prompt,법무부 장관 제쳐놓고 민정수석 개정안 설명하 이해 된다고,KQ_0000_0001,KQ_0000_0001 KQ_0080_0000 KQ_0125_0032 KQ_0068_0000 KQ_0026_0000 KQ_0068_0001 KQ_0048_0005 KQ_0006_0006 KQ_0125_0034 KQ_0069_0003,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9060076475143433
6332405-1-1,dense,prompt,법무부 장관 제쳐놓고 민정수석 개정안 설명하 이해 된다고,KQ_0000_0001,KQ_0000_0001 KQ_0054_0037 KQ_0095_0004 KQ_0034_0003 KQ_0125_0023 KQ_0125_0045 KQ_0125_0035 KQ_0064_0003 KQ_0072_0003 KQ_0034_0001,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9060076475143433
6332405-1-1,hybrid,prompt,법무부 장관 제쳐놓고 민정수석 개정안 설명하 이해 된다고,KQ_0000_0001,KQ_0000_0001 KQ_0080_0000 KQ_0125_0032 KQ_0026_0000 KQ_0068_0000 KQ_0125_0034 KQ_0054_0016 KQ_0023_0000 KQ_0064_0010 KQ_0124_0012,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9060076475143433
6332405-1-1,bm25,structured,법무부 장관 제쳐놓고 민정수석 개정안 설명하 이해 된다고 지적한 경희대 석좌교수 이름,KQ_0000_0001,KQ_0000_0001 KQ_0080_0000 KQ_0125_0032 KQ_0068_0000 KQ_0026_0000 KQ_0007_0005 KQ_0068_0001 KQ_0126_0002 KQ_0048_0005 KQ_0006_0006,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9767360687255859
6332405-1-1,dense,structured,법무부 장관 제쳐놓고 민정수석 개정안 설명하 이해 된다고 지적한 경희대 석좌교수 이름,KQ_0000_0001,KQ_0000_0001 KQ_0026_0000 KQ_0125_0023 KQ_0072_0003 KQ_0054_0037 KQ_0125_0024 KQ_0101_0000 KQ_0075_0009 KQ_0025_0021 KQ_0034_0011,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9767360687255859
6332405-1-1,hybrid,structured,법무부 장관 제쳐놓고 민정수석 개정안 설명하 이해 된다고 지적한 경희대 석좌교수 이름,KQ_0000_0001,KQ_0000_0001 KQ_0080_0000 KQ_0026_0000 KQ_0125_0032 KQ_0125_0034 KQ_0124_0012 KQ_0068_0000 KQ_0054_0016 KQ_0064_0010 KQ_0054_0004,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9767360687255859
6521755-0-0,bm25,original,미국 군대 내 두번째로 높은 직위는 무엇인가?,KQ_0001_0000,KQ_0130_0014 KQ_0089_0000 KQ_0118_0000 KQ_0001_0000 KQ_0072_0011 KQ_0084_0026 KQ_0084_0025 KQ_0084_0024 KQ_0124_0076 KQ_0064_0014,4,0.0,1.0,1.0,0.25,1.0,1.0,0.0,0.0,0.0,1.0
6521755-0-0,dense,original,미국 군대 내 두번째로 높은 직위는 무엇인가?,KQ_0001_0000,KQ_0001_0000 KQ_0123_0004 KQ_0001_0002 KQ_0124_0049 KQ_0124_0041 KQ_0123_0001 KQ_0123_0002 KQ_0123_0003 KQ_0124_0031 KQ_0025_0014,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
6521755-0-0,hybrid,original,미국 군대 내 두번째로 높은 직위는 무엇인가?,KQ_0001_0000,KQ_0001_0000 KQ_0130_0014 KQ_0089_0000 KQ_0124_0041 KQ_0084_0025 KQ_0084_0024 KQ_0124_0076 KQ_0084_0026 KQ_0001_0002 KQ_0072_0011,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
6521755-0-0,bm25,keyword,미국 군대 두번째 높은 직위 무엇인,KQ_0001_0000,KQ_0001_0000 KQ_0084_0026 KQ_0124_0076 KQ_0084_0023 KQ_0084_0017 KQ_0124_0041 KQ_0115_0003 KQ_0103_0002 KQ_0062_0017 KQ_0066_0013,1,1.0,1.0,1.0,1.0,1.1666666666666667,1.0,0.3333333333333333,0.0,0.0,0.9884127378463745
6521755-0-0,dense,keyword,미국 군대 두번째 높은 직위 무엇인,KQ_0001_0000,KQ_0001_0000 KQ_0123_0004 KQ_0001_0002 KQ_0124_0036 KQ_0124_0049 KQ_0124_0041 KQ_0123_0003 KQ_0124_0031 KQ_0021_0000 KQ_0123_0002,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9884127378463745
6521755-0-0,hybrid,keyword,미국 군대 두번째 높은 직위 무엇인,KQ_0001_0000,KQ_0001_0000 KQ_0124_0041 KQ_0124_0076 KQ_0084_0026 KQ_0084_0023 KQ_0001_0002 KQ_0084_0017 KQ_0040_0000 KQ_0006_0000 KQ_0084_0024,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9884127378463745
6521755-0-0,bm25,expanded,미국 군대 내 두번째로 높은 직위는 무엇인가?,KQ_0001_0000,KQ_0130_0014 KQ_0089_0000 KQ_0118_0000 KQ_0001_0000 KQ_0072_0011 KQ_0084_0026 KQ_0084_0025 KQ_0084_0024 KQ_0124_0076 KQ_0064_0014,4,0.0,1.0,1.0,0.25,1.0,1.0,0.0,0.0,0.0,1.0
6521755-0-0,dense,expanded,미국 군대 내 두번째로 높은 직위는 무엇인가?,KQ_0001_0000,KQ_0001_0000 KQ_0123_0004 KQ_0001_0002 KQ_0124_0049 KQ_0124_0041 KQ_0123_0001 KQ_0123_0002 KQ_0123_0003 KQ_0124_0031 KQ_0025_0014,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
6521755-0-0,hybrid,expanded,미국 군대 내 두번째로 높은 직위는 무엇인가?,KQ_0001_0000,KQ_0001_0000 KQ_0130_0014 KQ_0089_0000 KQ_0124_0041 KQ_0084_0025 KQ_0084_0024 KQ_0124_0076 KQ_0084_0026 KQ_0001_0002 KQ_0072_0011,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
6521755-0-0,bm25,prompt,미국 군대 두번째 높은 직위 무엇인,KQ_0001_0000,KQ_0001_0000 KQ_0084_0026 KQ_0124_0076 KQ_0084_0023 KQ_0084_0017 KQ_0124_0041 KQ_0115_0003 KQ_0103_0002 KQ_0062_0017 KQ_0066_0013,1,1.0,1.0,1.0,1.0,1.1666666666666667,1.0,0.3333333333333333,0.0,0.0,0.9884127378463745
6521755-0-0,dense,prompt,미국 군대 두번째 높은 직위 무엇인,KQ_0001_0000,KQ_0001_0000 KQ_0123_0004 KQ_0001_0002 KQ_0124_0036 KQ_0124_0049 KQ_0124_0041 KQ_0123_0003 KQ_0124_0031 KQ_0021_0000 KQ_0123_0002,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9884127378463745
6521755-0-0,hybrid,prompt,미국 군대 두번째 높은 직위 무엇인,KQ_0001_0000,KQ_0001_0000 KQ_0124_0041 KQ_0124_0076 KQ_0084_0026 KQ_0084_0023 KQ_0001_0002 KQ_0084_0017 KQ_0040_0000 KQ_0006_0000 KQ_0084_0024,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9884127378463745
6521755-0-0,bm25,structured,미국 군대 두번째 높은 직위 무엇인,KQ_0001_0000,KQ_0001_0000 KQ_0084_0026 KQ_0124_0076 KQ_0084_0023 KQ_0084_0017 KQ_0124_0041 KQ_0115_0003 KQ_0103_0002 KQ_0062_0017 KQ_0066_0013,1,1.0,1.0,1.0,1.0,1.1666666666666667,1.0,0.3333333333333333,0.0,0.0,0.9884127378463745
6521755-0-0,dense,structured,미국 군대 두번째 높은 직위 무엇인,KQ_0001_0000,KQ_0001_0000 KQ_0123_0004 KQ_0001_0002 KQ_0124_0036 KQ_0124_0049 KQ_0124_0041 KQ_0123_0003 KQ_0124_0031 KQ_0021_0000 KQ_0123_0002,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9884127378463745
6521755-0-0,hybrid,structured,미국 군대 두번째 높은 직위 무엇인,KQ_0001_0000,KQ_0001_0000 KQ_0124_0041 KQ_0124_0076 KQ_0084_0026 KQ_0084_0023 KQ_0001_0002 KQ_0084_0017 KQ_0040_0000 KQ_0006_0000 KQ_0084_0024,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9884127378463745
6521755-0-1,bm25,original,로널드 레이건 정부 출범 당시 알렉산더 헤이그는 어떤 직책을 맡았는가?,KQ_0001_0000,KQ_0001_0000 KQ_0124_0072 KQ_0001_0002 KQ_0001_0003 KQ_0001_0001 KQ_0123_0000 KQ_0054_0046 KQ_0017_0005 KQ_0023_0001 KQ_0106_0000,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
6521755-0-1,dense,original,로널드 레이건 정부 출범 당시 알렉산더 헤이그는 어떤 직책을 맡았는가?,KQ_0001_0000,KQ_0001_0000 KQ_0001_0003 KQ_0001_0002 KQ_0001_0001 KQ_0036_0001 KQ_0124_0041 KQ_0036_0000 KQ_0123_0004 KQ_0124_0058 KQ_0124_0048,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
6521755-0-1,hybrid,original,로널드 레이건 정부 출범 당시 알렉산더 헤이그는 어떤 직책을 맡았는가?,KQ_0001_0000,KQ_0001_0000 KQ_0001_0002 KQ_0001_0003 KQ_0001_0001 KQ_0124_0072 KQ_0036_0000 KQ_0123_0004 KQ_0123_0000 KQ_0036_0001 KQ_0020_0002,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
6521755-0-1,bm25,keyword,로널드 레이건 정부 출범 당시 알렉산더 헤이그 직책 맡았는,KQ_0001_0000,KQ_0001_0000 KQ_0124_0072 KQ_0123_0000 KQ_0054_0046 KQ_0017_0005 KQ_0023_0001 KQ_0124_0029 KQ_0097_0002 KQ_0054_0034 KQ_0020_0002,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9910527467727661
6521755-0-1,dense,keyword,로널드 레이건 정부 출범 당시 알렉산더 헤이그 직책 맡았는,KQ_0001_0000,KQ_0001_0000 KQ_0001_0003 KQ_0001_0002 KQ_0036_0001 KQ_0001_0001 KQ_0124_0042 KQ_0124_0041 KQ_0124_0058 KQ_0124_0048 KQ_0036_0002,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9910527467727661
6521755-0-1,hybrid,keyword,로널드 레이건 정부 출범 당시 알렉산더 헤이그 직책 맡았는,KQ_0001_0000,KQ_0001_0000 KQ_0124_0072 KQ_0001_0003 KQ_0001_0002 KQ_0036_0001 KQ_0124_0058 KQ_0123_0004 KQ_0020_0002 KQ_0123_0000 KQ_0001_0001,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9910527467727661
6521755-0-1,bm25,expanded,로널드 레이건 정부 출범 당시 알렉산더 헤이그는 어떤 직책을 맡았는가?,KQ_0001_0000,KQ_0001_0000 KQ_0124_0072 KQ_0001_0002 KQ_0001_0003 KQ_0001_0001 KQ_0123_0000 KQ_0054_0046 KQ_0017_0005 KQ_0023_0001 KQ_0106_0000,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
6521755-0-1,dense,expanded,로널드 레이건 정부 출범 당시 알렉산더 헤이그는 어떤 직책을 맡았는가?,KQ_0001_0000,KQ_0001_0000 KQ_0001_0003 KQ_0001_0002 KQ_0001_0001 KQ_0036_0001 KQ_0124_0041 KQ_0036_0000 KQ_0123_0004 KQ_0124_0058 KQ_0124_0048,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
6521755-0-1,hybrid,expanded,로널드 레이건 정부 출범 당시 알렉산더 헤이그는 어떤 직책을 맡았는가?,KQ_0001_0000,KQ_0001_0000 KQ_0001_0002 KQ_0001_0003 KQ_0001_0001 KQ_0124_0072 KQ_0036_0000 KQ_0123_0004 KQ_0123_0000 KQ_0036_0001 KQ_0020_0002,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
6521755-0-1,bm25,prompt,로널드 레이건 정부 출범 당시 알렉산더 헤이그 직책,KQ_0001_0000,KQ_0001_0000 KQ_0124_0072 KQ_0123_0000 KQ_0054_0046 KQ_0017_0005 KQ_0023_0001 KQ_0124_0029 KQ_0097_0002 KQ_0054_0034 KQ_0020_0002,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9803231358528137
6521755-0-1,dense,prompt,로널드 레이건 정부 출범 당시 알렉산더 헤이그 직책,KQ_0001_0000,KQ_0001_0000 KQ_0001_0003 KQ_0001_0002 KQ_0001_0001 KQ_0036_0001 KQ_0036_0000 KQ_0123_0004 KQ_0124_0042 KQ_0124_0048 KQ_0124_0041,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9803231358528137
6521755-0-1,hybrid,prompt,로널드 레이건 정부 출범 당시 알렉산더 헤이그 직책,KQ_0001_0000,KQ_0001_0000 KQ_0124_0072 KQ_0001_0003 KQ_0001_0002 KQ_0036_0001 KQ_0123_0004 KQ_0124_0058 KQ_0001_0001 KQ_0123_0000 KQ_0020_0002,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9803231358528137
6521755-0-1,bm25,structured,로널드 레이건 정부 출범 당시 알렉산더 헤이그 직책 맡았는,KQ_0001_0000,KQ_0001_0000 KQ_0124_0072 KQ_0123_0000 KQ_0054_0046 KQ_0017_0005 KQ_0023_0001 KQ_0124_0029 KQ_0097_0002 KQ_0054_0034 KQ_0020_0002,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9910527467727661
6521755-0-1,dense,structured,로널드 레이건 정부 출범 당시 알렉산더 헤이그 직책 맡았는,KQ_0001_0000,KQ_0001_0000 KQ_0001_0003 KQ_0001_0002 KQ_0036_0001 KQ_0001_0001 KQ_0124_0042 KQ_0124_0041 KQ_0124_0058 KQ_0124_0048 KQ_0036_0002,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9910527467727661
6521755-0-1,hybrid,structured,로널드 레이건 정부 출범 당시 알렉산더 헤이그 직책 맡았는,KQ_0001_0000,KQ_0001_0000 KQ_0124_0072 KQ_0001_0003 KQ_0001_0002 KQ_0036_0001 KQ_0124_0058 KQ_0123_0004 KQ_0020_0002 KQ_0123_0000 KQ_0001_0001,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9910527467727661
